title,release_year,main_character_name,main_character_gender,country
Blubberella,2011,Lindsay Hollister,Female,Germany
Türkisch für Anfänger,2012,Josefine Preuß,Female,Germany
No Reason,2010,Irene Holzfurtner,Male,Germany
Romeos,2011,Rick Okon,Male,Germany
The Good Neighbour,2011,Maxim Mehmet,Male,Germany
The Depraved,2011,Nathalie Kelley,Female,Germany
Nanga Parbat,2010,Florian Stetter,Male,Germany
Cannibal Diner,2012,Alexandra Lesch,Male,Germany
The Color Out of Space,2010,Paul Dorsch,Male,Germany
Carl & Bertha,2011,Felicitas Woll,Female,Germany
Almanya: Welcome to Germany,2011,Vedat Erincin,Male,Germany
Combat Girls,2011,Alina Levshin,Female,Germany
Prora,2012,Tom Gramenz,Male,Germany
Seebestattung,2012,Jan Amazigh Sid,Male,Germany
Berlin für Helden,2012,Saralisa Volm,Female,Germany
Jungle Child,2011,Stella Kunkat,Female,Germany
The Visitor,2011,Sinan Hancili,Male,Germany
3,2010,Sophie Rois,Female,Germany
Mittlere Reife,2012,Bernadette Heerwagen,Female,Germany
Remembrance,2011,Alice Dwyer,Female,Germany
Two Lives,2012,Juliane Köhler,Female,Germany
Bibliothèque Pascal,2010,Orsolya Török-Illyés,Female,Germany
What a Man,2011,Matthias Schweighöfer,Male,Germany
Measuring the World,2012,Albrecht Schuch,Male,Germany
Tom Sawyer,2011,Louis Hofmann,Male,Germany
Trau' niemals deinem Chef,2010,Ulrich Noethen,Male,Germany
Harvest,2011,Lukas Steltner,Male,Germany
The Whore,2010,Alexandra Neldel,Female,Germany
Closed Season,2012,Brigitte Hobmeier,Female,Germany
Famous Five,2012,Valeria Eisenbart,Female,Germany
Vincent Wants to Sea,2010,Florian David Fitz,Male,Germany
When We Leave,2010,Sibel Kekilli,Female,Germany
"Mann kann, Frau erst recht",2012,Theresa Scholze,Female,Germany
Glückliche Fügung,2010,Annika Kuhl,Female,Germany
The Solitude of Prime Numbers,2010,Alba Rohrwacher,Female,Germany
Lessons of a Dream,2011,Daniel Brühl,Male,Germany
The City Below,2010,Nicolette Krebitz,Female,Germany
Yoko,2012,Jamie Bick,Female,Germany
Habermann,2010,Mark Waschke,Male,Germany
Woman in Love,2011,Alexandra Maria Lara,Female,Germany
Agent Ranjid rettet die Welt,2012,Kaya Yanar,Male,Germany
Max Schmeling,2010,Henry Maske,Male,Germany
The Wicked Uncle,2011,Miriam Japp,Female,Germany
Vampire Sisters,2012,Marta Martin,Female,Germany
The Passenger,2012,Niklas Peters,Male,Germany
Natascha Kampusch - 3096 Tage Gefangenschaft,2010,Christian Hoening,Male,Germany
Friendship!,2010,Matthias Schweighöfer,Male,Germany
The Adventures of Huck Finn,2012,Leon Seidel,Male,Germany
Swans,2011,Kai Hillebrand,Male,Germany
Vicky and the Treasure of the Gods,2011,Jonas Hämmerle,Male,Germany
"If Not Us, Who?",2011,August Diehl,Male,Germany
The Truth of Lie,2011,Christoph Baumann,Male,Germany
Summer Window,2011,Nina Hoss,Female,Germany
Freshly Squeezed,2012,Diana Amft,Female,Germany
Frauensee,2012,Nele Rosetz,Female,Germany
8:28,2010,Nadeshda Brennicke,Female,Germany
Thor: Legend of the Magical Hammer,2011,Justin Gregg,Male,Germany
Victor and the Secret of Crocodile Mansion,2012,Kristo Ferkic,Male,Germany
Moon Man,2012,Katharina Thalbach,Female,Germany
Masks,2011,Susen Ermich,Male,Germany
The Crocodiles Strike Back,2010,Nick Romeo Reimann,Male,Germany
205: Room of Fear,2011,Jennifer Ulrich,Female,Germany
Above Us Only Sky,2011,Sandra Hüller,Female,Germany
The Red Room,2010,Katharina Lorenz,Female,Germany
The Crocodiles: All for One,2011,Nick Romeo Reimann,Male,Germany
Hansi und Hubsi,2012,Christian Tramitz,Male,Germany
Homevideo,2011,Jonas Nay,Male,Germany
Picco,2010,Constantin von Jascheroff,Male,Germany
Radio Silence,2012,Markus Knüfken,Male,Germany
Bliss,2012,Alba Rohrwacher,Female,Germany
Single by Contract,2010,Anna Fischer,Female,Germany
At Ellen's Age,2010,Jeanne Balibar,Female,Germany
Tulpen aus Amsterdam,2010,Gesine Cukrowski,Female,Germany
Stopped on Track,2011,Steffi Kühnert,Female,Germany
Alex and Leo,2010,Marcel Schlutt,Male,Germany
Forgotten,2012,Mina Tander,Female,Germany
Spear of Destiny,2010,Kai Wiesinger,Male,Germany
Wunderkinder,2011,Gedeon Burkhard,Male,Germany
Partly Sunny,2012,Max Riemelt,Male,Germany
Hanni & Nanni,2010,Sophia Münster,Female,Germany
"Atlantis: End of a World, Birth of a Legend",2011,Stephanie Leonidas,Female,Germany
Für Elise,2012,Jasna Fritzi Bauer,Female,Germany
Cracks in the Shell,2011,Stine Fischer Christensen,Female,Germany
Ein Tick anders,2011,Jasna Fritzi Bauer,Female,Germany
Tabu: The Soul Is a Stranger on Earth,2011,Lars Eidinger,Male,Germany
The Girl and Death,2012,Sylvia Hoeks,Female,Germany
Bastard,2011,Martina Gedeck,Female,Germany
The Man from Beijing,2011,Suzanne von Borsody,Female,Germany
The Fire,2011,Maja Schöne,Female,Germany
Men to Kiss,2012,Frank Christian Marx,Male,Germany
Resturlaub,2011,Maximilian Brückner,Male,Germany
Russendisko,2012,Matthias Schweighöfer,Male,Germany
Hut in the Woods,2011,Peter Schneider,Male,Germany
Princess Lillifee and the Little Unicorn,2011,Maresa Sedlmeier,Female,Germany
Of Women and Horses,2011,Marina Hands,Female,Germany
Transpapa,2012,Luisa Sappelt,Female,Germany
Unrated II: Scary as Hell,2011,Katharina Boltz,Male,Germany
Westwind,2011,Friederike Becht,Female,Germany
Allerleirauh,2012,Henriette Confurius,Female,Germany
Home for the Weekend,2012,Lars Eidinger,Male,Germany
Totem,2011,Marina Frenk,Male,Germany
Sie hat es verdient,2010,Liv Lisa Fries,Female,Germany
Jerry Cotton,2010,Christian Tramitz,Male,Germany
Das Kindermädchen,2012,Jan Josef Liefers,Male,Germany
The Poll Diaries,2010,Paula Beer,Female,Germany
Der Sandmann,2012,Nikolai Arnold,Male,Germany
Karl the Butcher vs Axe,2010,Andreas Schnaas,Male,Germany
The Hunt for the Amber Room,2012,Kai Wiesinger,Male,Germany
Men in the City 2,2011,Nadja Uhl,Female,Germany
Rock It!,2010,Emilia Schüle,Female,Germany
Cinderella,2011,Aylin Tezel,Female,Germany
Tango,2011,Ludwig Blochberger,Male,Germany
Gnade,2012,Birgit Minichmayr,Female,Germany
Cinderella,2010,Emilia Schüle,Female,Germany
Eine ganz heiße Nummer,2011,Gisela Schneeberger,Female,Germany
Takiye: Allah yolunda,2010,Erhan Emre,Male,Germany
Luises Versprechen,2010,Christiane Hörbiger,Female,Germany
Die Männer der Emden,2012,Sibel Kekilli,Female,Germany
Bermuda Triangle North Sea,2011,Hannes Jaenicke,Male,Germany
The Hairdresser,2010,Gabriela Maria Schmeide,Female,Germany
Hanni and Nanni 2,2012,Jana Münster,Female,Germany
Freche Mädchen 2,2010,Emilia Schüle,Female,Germany
Nel bianco,2010,Isabella Ferrari,Female,Germany
The German Friend,2012,Max Riemelt,Male,Germany
Lollipop Monster,2011,Jella Haase,Female,Germany
Nemesis,2010,Susanne Lothar,Female,Germany
"Geister, die ich rief",2012,Lisa Carlehed,Female,Germany
Werner - Eiskalt!,2011,Rötger Feldmann,Male,Germany
Und alle haben geschwiegen,2012,Senta Berger,Female,Germany
Devil's Kickers,2010,Diana Amft,Female,Germany
Im Brautkleid durch Afrika,2010,Wolke Hegenbarth,Female,Germany
Video Nasty,2011,Lars Eidinger,Male,Germany
Beate Uhse - Das Recht auf Liebe,2011,Franka Potente,Female,Germany
The Coming Days,2010,Bernadette Heerwagen,Female,Germany
Run If You Can,2010,Robert Gwisdek,Male,Germany
The Founder,2012,Helmut Krauss,Male,Germany
The Day I Was Not Born,2010,Jessica Schwarz,Female,Germany
Bild von ihr,2011,Eugen Bauder,Male,Germany
Boxhagener Platz,2010,Gudrun Ritter,Female,Germany
La Cortigiana - Parte seconda,2012,Alexandra Neldel,Female,Germany
Fivesixths,2012,Tom Gramenz,Male,Germany
Formentera,2012,Sabine Timoteo,Female,Germany
Un amore extralarge,2011,Diana Amft,Female,Germany
The Pursuit of Unhappiness,2012,Johanna Wokalek,Female,Germany
Gegengerade,2011,Timo Jacobs,Male,Germany
Il principe delle balene,2010,Veronica Ferres,Female,Germany
The Weekend,2012,Sebastian Koch,Male,Germany
La Cortigiana - Parte terza,2012,Alexandra Neldel,Female,Germany
Off Shore,2011,André Würde,Male,Germany
Els tres porquets,2012,Clemens Alban,Male,Germany
Raven the Little Rascal,2012,Katharina Thalbach,Female,Germany
Das Haus Anubis - Pfad der 7 Sünden,2012,Kristina Dumitru,Female,Germany
3faltig,2010,Matthias Schweighöfer,Male,Germany
Omamamia,2012,Marianne Sägebrecht,Female,Germany
Ayla,2010,Pegah Ferydoni,Female,Germany
Move,2012,Jacob Matschenz,Male,Germany
Whispers of the Desert,2012,Esther Schweins,Female,Germany
Lower Upper Cut,2011,Kathleen Morgeneyer,Female,Germany
Das Blaue vom Himmel,2011,Juliane Köhler,Female,Germany
Little Lady,2012,Christiane Hörbiger,Female,Germany
Live Stream,2010,Matthias Brandt,Male,Germany
Lilly the Witch: The Journey to Mandolan,2011,Alina Freund,Female,Germany
Heavy Girls,2012,Ruth Bickelhaupt,Female,Germany
Black Forest,2010,Johanna Klante,Female,Germany
Tiger Team: The Mountain of the 1000 Dragons,2010,Helena Siegmund-Schultze,Female,Germany
E.+U.,2011,Sabine Wolf,Male,Germany
Twins,2010,Stefan Schönenberg,Male,Germany
Snowman's Land,2010,Jürgen Rißmann,Male,Germany
Breaking Horizons,2012,Aylin Tezel,Female,Germany
Necronos,2010,Thomas Sender,Male,Germany
Small Lights,2010,Franka Potente,Female,Germany
Operation Sugar,2012,Nadja Uhl,Female,Germany
Secrets of a Soul,2012,Margarethe von Stern,Female,Germany
Schmutziger Süden,2010,Henning Gronkowski,Male,Germany
Kein Sex ist auch keine Lösung,2011,Stephan Luca,Male,Germany
Looking for Simon,2011,Corinna Harfouch,Female,Germany
Sams im Glück,2012,Ulrich Noethen,Male,Germany
Das unsichtbare Mädchen,2011,Elmar Wepper,Male,Germany
Lullaby Ride,2012,Alexandra Maria Lara,Female,Germany
Glanz & Gloria,2012,Alexander Marcus,Male,Germany
Schleuderprogramm,2012,Annette Frier,Female,Germany
Offroad,2012,Nora Tschirner,Female,Germany
Wohin der Weg mich führt,2012,Johanna-Christine Gehlen,Male,Germany
Am Ende die Hoffnung,2011,Yvonne Catterfeld,Female,Germany
Hier kommt Lola,2010,Meira Durand,Female,Germany
Ausgerechnet Sex!,2011,Valerie Niehaus,Female,Germany
Invasion,2012,Burghart Klaußner,Male,Germany
Undercover Love,2010,Anja Kling,Female,Germany
Die sechs Schwäne,2012,Sinja Dieks,Female,Germany
Ein Sommer auf Sylt,2010,Christine Neubauer,Female,Germany
The Last Employee,2010,Christian Berkel,Male,Germany
Fly Away,2012,Otto Sander,Male,Germany
Stronger Than Blood,2010,Lennart Betzgen,Male,Germany
Men Do What They Can,2012,Wotan Wilke Möhring,Male,Germany
Lost in Siberia,2012,Katja Riemann,Female,Germany
Life Is Not for Cowards,2012,Wotan Wilke Möhring,Male,Germany
Faust Sonnengesang,2011,Maria Happel,Female,Germany
Schneeweißchen und Rosenrot,2012,Sonja Gerhardt,Female,Germany
180 °,2010,Christopher Buchholz,Male,Germany
Die letzte Lüge,2011,Katharina Wackernagel,Female,Germany
The Sandman and the Lost Sand of Dreams,2010,Bruno Renne,Male,Germany
Zimmer mit Tante,2010,Jutta Speidel,Female,Germany
My Life in Orange,2011,Amber Bongard,Female,Germany
Der letzte schöne Herbsttag,2010,Julia Koschitz,Female,Germany
Trekking the Great Wall,2011,William Lindesay,Male,Germany
Mein eigen Fleisch und Blut,2011,Veronica Ferres,Female,Germany
Jorinde und Joringel,2011,Llewellyn Reichman,Female,Germany
Viki Ficki,2010,Lisa Vicari,Female,Germany
Three Quarter Moon,2011,Elmar Wepper,Male,Germany
Fremdgehen,2010,Thomas Sarbacher,Male,Germany
Zombies from Outer Space,2012,Judith Gorgass,Female,Germany
Idiotentest,2012,Mariele Millowitsch,Female,Germany
The Perfect Nanny,2011,Markus Knüfken,Male,Germany
The Seduction - The Strange Girl,2011,Christoph M. Ohrt,Male,Germany
Pigeons on the Roof,2011,Katja Riemann,Female,Germany
Hänsel und Gretel,2012,Anja Kling,Female,Germany
Bis nichts mehr bleibt,2010,Silke Bodenbender,Female,Germany
Kohlhaas oder die Verhältnismäßigkeit der Mittel,2012,Robert Gwisdek,Male,Germany
The Holy Land of Tyrol,2010,Inga Birkenfeld,Female,Germany
Sushi in Suhl,2012,Uwe Steimle,Male,Germany
Raju,2011,Wotan Wilke Möhring,Male,Germany
Beach Boy,2011,Andrea Gabrin,Male,Germany
Ein Sommer in Kroatien,2012,Mimi Fiedler,Female,Germany
Bankraub für Anfänger,2012,Wolfgang Stumph,Male,Germany
Das Schwein,2010,Greta Bohacek,Female,Germany
Love Songs for Scumbags,2011,Marilena Netzker,Male,Germany
Sommerlicht,2011,Ruth-Maria Kubitschek,Female,Germany
Summer in Alsace,2012,Tanja Wedhorn,Female,Germany
Die Kirche bleibt im Dorf,2012,Natalia Wörner,Female,Germany
Pommes essen,2012,Luise Risch,Female,Germany
Der Duft von Holunder,2011,Melika Foroutan,Female,Germany
Die Lehrerin,2011,Anna Loos,Female,Germany
Three Stars,2010,Yannick Alléno,Male,Germany
"Männer ticken, Frauen anders",2011,Julia Koschitz,Female,Germany
Die Sterntaler,2011,Meira Durand,Female,Germany
Vatertage - Opa über Nacht,2012,Sebastian Bezzel,Male,Germany
Marco W. - 247 Tage im türkischen Gefängnis,2011,Veronica Ferres,Female,Germany
Anduni - Fremde Heimat,2011,Irina Potapenko,Female,Germany
Delivering Hope,2010,Brigitte Hobmeier,Female,Germany
Into the Blue,2012,Vadim Glowna,Male,Germany
Familie Fröhlich - Schlimmer geht immer,2010,Jürgen Tarrach,Male,Germany
Profile,2011,Elisa Thiemann,Female,Germany
Baron on the Cannonball,2012,Jan Josef Liefers,Male,Germany
Blackout,2010,Ann-Kathrin Kramer,Female,Germany
The Drifters,2010,Mira Partecke,Female,Germany
Liebe ohne Minze,2011,Christina Plate,Female,Germany
Summer Outside,2012,Maria Dragus,Female,Germany
"Lüg weiter, Liebling",2010,Hannelore Elsner,Female,Germany
Born to Dance,2011,Julie Engelbrecht,Female,Germany
Monika,2011,Rosalie Thomass,Female,Germany
"Familiengeheimnisse - Liebe, Schuld und Tod",2011,Hardy Krüger,Male,Germany
Ich trag dich bis ans Ende der Welt,2010,Elmar Wepper,Male,Germany
Halbe Hundert,2012,Martina Gedeck,Female,Germany
Ein Sommer in den Bergen,2011,Muriel Baumeister,Female,Germany
Löwenzahn - Das Kinoabenteuer,2011,Guido Hammesfahr,Male,Germany
Stilles Tal,2011,Wolfgang Stumph,Male,Germany
Nach den Jahren,2010,Julia Hartmann,Female,Germany
Schreie der Vergessenen,2011,Vinzenz Kiefer,Male,Germany
Side by Side,2010,Michael Hanemann,Male,Germany
Einer wie Bruno,2011,Lola Dockhorn,Male,Germany
The Dead and the Living,2012,Anna Fischer,Female,Germany
The Nun and the Commissioner: Cursed,2012,Ann-Kathrin Kramer,Female,Germany
HipHop Express,2010,Jimi Blue Ochsenknecht,Male,Germany
Kongo,2010,Maria Simon,Female,Germany
Kennedy's Brain,2010,Iris Berben,Female,Germany
Controlled,2012,Jannik Schümann,Male,Germany
Unter Frauen,2012,Sebastian Ströbel,Male,Germany
Schenk mir dein Herz,2010,Peter Lohmeyer,Male,Germany
Clarissa's Secret,2012,Paula Kalenberg,Female,Germany
Schatzritter,2012,Anton Glas,Male,Germany
Sexstreik!,2010,Elena Uhlig,Female,Germany
Auslandseinsatz,2012,Rostyslav Bome,Male,Germany
Ein Sommer in Schottland,2012,Marion Kracht,Female,Germany
Das Mädchen aus dem Regenwald,2011,Christine Neubauer,Female,Germany
Die Kinder von Blankenese,2010,Alice Dwyer,Female,Germany
Colors in the Dark,2010,Senta Berger,Female,Germany
The Education,2011,Joseph Konrad Bundschuh,Male,Germany
Wiedersehen mit einem Fremden,2010,Silke Bodenbender,Female,Germany
Nemez,2012,Mark Filatov,Male,Germany
Toxic Lullaby,2010,Samantha Richter,Male,Germany
München 72 - Das Attentat,2012,Bernadette Heerwagen,Female,Germany
Verfolgt - Der kleine Zeuge,2012,Marie Zielcke,Female,Germany
Wolfsfährte,2010,Peter Lohmeyer,Male,Germany
Ein Sommer in Paris,2011,Anica Dobra,Female,Germany
Inspektor Barbarotti - Mensch ohne Hund,2010,Sylvester Groth,Male,Germany
Mother 007,2011,Claudia Hiersche,Female,Germany
In the Jungle,2010,Ronald Zehrfeld,Male,Germany
Sehsüchte: Underworld,2010,Max Riemelt,Male,Germany
Das Geheimnis Mona Lisa,2012,Matthias Euba,Male,Germany
Mörderisches Wespennest,2011,Hinnerk Schönemann,Male,Germany
Die Besucher,2012,Uwe Kockisch,Male,Germany
Das Mädchen und das Foto,2010,Thi Kim Phuc Phan,Male,Germany
Niemand ist eine Insel,2011,Iris Berben,Female,Germany
Happy Birthday,2011,Carmen Molinar,Female,Germany
Goodbye Daddy,2010,Lucy Ella von Scheele,Female,Germany
The Last Fine Day,2011,Wotan Wilke Möhring,Male,Germany
Nacht ohne Morgen,2011,Götz George,Male,Germany
Dr. Ketel,2011,Ketel Weber,Male,Germany
Festung,2011,Elisa Essig,Male,Germany
Big Spender,2012,Oliver Wnuk,Male,Germany
El baile de San Juan,2010,José María de Tavira,Male,Germany
Ihr mich auch,2010,Rita Russek,Female,Germany
Heimkommen,2012,Cynthia Cosima,Female,Germany
Liebe und andere Delikatessen,2010,Diana Amft,Female,Germany
Hermann,2010,Dietrich Adam,Male,Germany
Des Kaisers neue Kleider,2010,Matthias Brandt,Male,Germany
Voyage to Metropolis,2010,Hanns Zischler,Male,Germany
Another Fucking...,2011,Matthias Deutelmoser,Male,Germany
Lebendkontrolle,2010,Gerdy Zint,Male,Germany
Wer zu lieben wagt,2010,Christine Neubauer,Female,Germany
Die Mutprobe,2010,Elisabeth Lanz,Male,Germany
Ein Sommer in Marrakesch,2010,Jutta Speidel,Female,Germany
Our Little Differences,2012,Leo Bruckmann,Male,Germany
Visus-Expedition Arche Noah,2011,Stephan Luca,Male,Germany
Der Uranberg,2010,Vinzenz Kiefer,Male,Germany
Freilaufende Männer,2011,Wotan Wilke Möhring,Male,Germany
Und dennoch lieben wir,2011,Claudia Michelsen,Female,Germany
Suicide Club,2010,Klaus Dieter Bange,Male,Germany
Mirrors for Princes,2011,Imri Kahn,Male,Germany
Burnout,2011,Maryam Zaree,Female,Germany
Der Eisenhans,2011,Michael Mendl,Male,Germany
Das Glück kommt unverhofft,2010,Jule Ronstedt,Female,Germany
Fischer fischt Frau,2011,Peter Heinrich Brix,Male,Germany
Eat,2012,Jana Klinge,Female,Germany
Die Dienstagsfrauen,2011,Ulrike Kriener,Female,Germany
Weil ich schöner bin,2012,Mariangel Böhnke,Male,Germany
Manche mögen's glücklich,2012,Julia Brendler,Female,Germany
Töte mich,2012,Maria Dragus,Female,Germany
Scheidung für Fortgeschrittene,2010,Mariele Millowitsch,Female,Germany
Der Meineidbauer,2012,Günther Maria Halmer,Male,Germany
Rookie - Fast platt,2011,Axel Stein,Male,Germany
Gonger II,2010,Sebastian Ströbel,Male,Germany
Implosion,2011,Sven Gielnik,Male,Germany
Wintertochter,2011,Nina Monka,Female,Germany
A Deal with Adele,2012,Birgit Minichmayr,Female,Germany
Männer lügen nicht,2010,Maruschka Detmers,Female,Germany
Cindy Does Not Love Me,2010,Clemens Schick,Male,Germany
Jahr des Drachen,2012,Klaus J. Behrendt,Male,Germany
Wie Du küsst,2012,Sandro Lohmann,Male,Germany
Tod einer Polizistin,2012,Götz George,Male,Germany
Das Ende einer Nacht,2012,Barbara Auer,Female,Germany
Auf den zweiten Blick,2012,Jillian Anthony,Male,Germany
What Animals Want,2012,Jasmin Gerat,Female,Germany
Die lange Welle hinterm Kiel,2011,Mario Adorf,Male,Germany
Paulina,2011,Karolina Porcari,Female,Germany
The Final Farewell,2012,Rolf Eden,Male,Germany
Bad End,2010,Patrick Herion,Male,Germany
Die geerbte Familie,2011,Denise Zich,Female,Germany
Hotline,2011,Sophie Schütt,Female,Germany
Mein verrücktes Jahr in Bangkok,2011,Martin Armknecht,Male,Germany
Sind denn alle Männer Schweine?,2010,Valerie Niehaus,Female,Germany
Mia and the Millionaire,2010,Felicitas Woll,Female,Germany
A Day for a Miracle,2011,Ken Duken,Male,Germany
Ein Sommer in Kapstadt,2010,Rebecca Immanuel,Female,Germany
CIS: Chaoten im Sondereinsatz,2010,Sasha,Male,Germany
In den besten Jahren,2011,Senta Berger,Female,Germany
Amok,2011,Lena Dörrie,Female,Germany
Weihnachtsengel küsst man nicht,2011,Silke Bodenbender,Female,Germany
"Killerjagd. Schrei, wenn du dich traust",2010,Alexandra Neldel,Female,Germany
Blues,2012,Barbara Kowa,Female,Germany
Mein Herz in Malaysia,2011,Ursula Karven,Female,Germany
Rosannas Tochter,2010,Veronica Ferres,Female,Germany
In diesem Moment,2012,Thomas Giegerich,Male,Germany
Reality XL,2012,Heiner Lauterbach,Male,Germany
Ein Jahr nach morgen,2012,Gloria Endres de Oliveira,Female,Germany
Mobbing,2012,Susanne Wolff,Female,Germany
Eine Insel namens Udo,2011,Kurt Krömer,Male,Germany
Ten,2011,Christof Arnold,Male,Germany
World Express - Atemlos durch Mexiko,2011,Marco Girnth,Male,Germany
Vater Mutter Mörder,2011,Heino Ferch,Male,Germany
Die Spätzünder,2010,Jan Josef Liefers,Male,Germany
Mörderische Jagd,2012,Hinnerk Schönemann,Male,Germany
Der Ausflug,2012,Maike Jüttendonk,Female,Germany
Rauch,2012,Inga Birkenfeld,Female,Germany
Glory: A Tale of Mistaken Identities,2012,Senta Berger,Female,Germany
Der Mann auf dem Baum,2011,Jan Josef Liefers,Male,Germany
Die Akte Golgatha,2010,Marco Girnth,Male,Germany
Was machen Frauen morgens um halb vier?,2012,Brigitte Hobmeier,Female,Germany
Grimmsberg,2011,Patrick Mölleken,Male,Germany
Geister: All Inclusive,2011,Kai Schumann,Male,Germany
Die fremde Familie,2011,Katja Riemann,Female,Germany
Johanna und der Buschpilot - Die Legende der Kraniche,2012,Julia Brendler,Female,Germany
Kissenschlacht,2011,Nadja Becker,Female,Germany
Trying to Breathe Calmly,2012,Sandro Lohmann,Male,Germany
Little Murders,2012,Paul Falk,Male,Germany
God's mighty servant,2011,Christine Neubauer,Female,Germany
Headshots,2010,Loretta Pflaum,Female,Germany
Wolff - Kampf im Revier,2012,Stephan Luca,Male,Germany
"Nein, Aus, Pfui! Ein Baby an der Leine",2012,Sebastian Ströbel,Male,Germany
Die letzten 30 Jahre,2010,Rosalie Thomass,Female,Germany
Restrisiko,2011,Ulrike Folkerts,Female,Germany
The Girl on the Ocean Floor,2011,Yvonne Catterfeld,Female,Germany
Aus Liebe zu Dir,2012,Christina Plate,Female,Germany
Ein Fall von Liebe - Saubermänner,2011,Susanne Bormann,Female,Germany
In Another Lifetime,2011,Ursula Strauss,Female,Germany
Willkommen im Krieg,2012,Constantin von Jascheroff,Male,Germany
Fliegende Fische müssen ins Meer,2011,Meret Becker,Female,Germany
Liebe ist nur ein Wort,2010,Vinzenz Kiefer,Male,Germany
Drei Patienten,2010,Stefan Wancura,Male,Germany
Das Millionen Rennen,2012,Axel Prahl,Male,Germany
Zappelphilipp,2012,Bibiana Beglau,Female,Germany
Überleben an der Wickelfront,2012,Uwe Ochsenknecht,Male,Germany
Willkommen in Kölleda,2012,Janina Hartwig,Female,Germany
2030 - Aufstand der Jungen,2010,Javeh Asefdjah,Male,Germany
Guck Woanders Hin,2012,Sinje Irslinger,Female,Germany
Schief gewickelt,2011,Ken Duken,Male,Germany
Passions from the Past,2012,Stephan Luca,Male,Germany
Eines Tages...,2010,Annekathrin Bürger,Female,Germany
The Law of Silence,2012,Ann-Kathrin Kramer,Female,Germany
Der letzte Patriarch,2010,Mario Adorf,Male,Germany
Kasimir und Karoline,2011,Golo Euler,Male,Germany
Das Glück ist ein Kaktus,2011,Christiane Hörbiger,Female,Germany
Der Gewaltfrieden,2010,Hans Hohlbein,Male,Germany
Plötzlich 70!,2012,Yvonne Catterfeld,Female,Germany
Schlaraffenhaus,2011,Annika Strauss,Female,Germany
Heiraten ist auch keine Lösung,2012,Saskia Vester,Female,Germany
Ausgerechnet Afrika,2010,Jasmin Gerat,Female,Germany
Manolo,2010,Branco Saciri,Male,Germany
A Triplet Rarely Comes Alone,2012,Thekla Carola Wied,Female,Germany
Herbstkind,2012,Katharina Wackernagel,Female,Germany
Kein Geist für alle Fälle,2010,Diana Amft,Female,Germany
Westflug - Entführung aus Liebe,2010,Sophie von Kessel,Female,Germany
Das Geheimnis der Villa Sabrini,2012,Simone Hanselmann,Female,Germany
Lenßen - Der Film,2011,Ingo Lenßen,Male,Germany
Uns trennt das Leben,2010,Julia Koschitz,Female,Germany
Interview #3,2011,Sebastian Urzendowsky,Male,Germany
Hannas Entscheidung,2012,Christine Neubauer,Female,Germany
Transit,2010,Clemens Schick,Male,Germany
Rindvieh à la carte,2011,Muriel Baumeister,Female,Germany
Die Bielefeld Verschwörung,2010,Moritz Sundermann,Male,Germany
Sau Nummer vier. Ein Niederbayernkrimi,2010,Johanna Bittenbinder,Female,Germany
Gustav Klimt - Der Geheimnisvolle,2012,Friedrich Despalmes,Male,Germany
Der Film deines Lebens,2011,Patrik Fichte,Male,Germany
Next Door,2010,Agnes Bethke,Male,Germany
Schatten der Erinnerung,2010,Julia Stemberger,Female,Germany
Puppe,2012,Anke Retzlaff,Female,Germany
Reise nach Jerusalem,2011,Eva Löbau,Female,Germany
Die Schuld der Erben,2012,Lisa Martinek,Female,Germany
Evolution,2011,Elisabeth Müller,Female,Germany
Racheengel - Ein eiskalter Plan,2010,Gesine Cukrowski,Female,Germany
Zu schön um wahr zu sein,2012,Sabine Postel,Female,Germany
Die Hummel,2010,Jürgen Tonkel,Male,Germany
Der kalte Himmel,2011,Christine Neubauer,Female,Germany
Tod in Istanbul,2010,Heino Ferch,Male,Germany
Fliegen lernen,2012,Gesine Cukrowski,Female,Germany
Busy,2010,Christoph Drobig,Male,Germany
Achtung Arzt!,2011,Annette Frier,Female,Germany
The Little Nazi,2010,Christine Schorn,Female,Germany
Heiratsschwindler küsst man nicht,2012,Katrin Sass,Female,Germany
Tim Sander Goes to Hollywood,2012,Tim Sander,Male,Germany
The Danish Girl,2015,Alicia Vikander,Female,Germany
Lucy,2014,Scarlett Johansson,Female,Germany
Victoria,2015,Laia Costa,Female,Germany
Free Fall,2013,Hanno Koffler,Male,Germany
Clouds of Sils Maria,2014,Juliette Binoche,Female,Germany
Wetlands,2013,Carla Juri,Female,Germany
Madame Bovary,2014,Mia Wasikowska,Female,Germany
Heidi,2015,Anuk Steffen,Female,Germany
Phoenix,2014,Nina Hoss,Female,Germany
The Girl King,2015,Malin Buska,Female,Germany
German Angst,2015,Lola Gave,Male,Germany
Love Steaks,2013,Lana Cooper,Female,Germany
13 Minutes,2015,Christian Friedel,Male,Germany
Bright Night,2014,Anna Grisebach,Female,Germany
The Bunker,2015,Pit Bukowski,Male,Germany
Amour Fou,2014,Christian Friedel,Male,Germany
Ruby Red,2013,Josefine Preuß,Female,Germany
The Summer House,2014,Sten Jacobs,Male,Germany
The Wonders,2014,Maria Alexandra Lungu,Male,Germany
Two Mothers,2013,Karina Plachetka,Female,Germany
Shadows in the Distance,2015,Ninon Bohm,Female,Germany
The Chambermaid Lynn,2014,Vicky Krieps,Female,Germany
Bibi & Tina,2014,Lina Larissa Strahl,Female,Germany
