title,release_year,main_character_name,main_character_gender,country
"Historia 'Mlota', czyli dwie Polski",2002,Katarzyna Kwiatkowska,Female,Poland
Stary czlowiek i pies,2008,Jerzy Gralek,Male,Poland
Kobieta pracujaca,2006,Irena Kwiatkowska,Female,Poland
The Tale of Mrs. Doughnut,2000,Halina Wyrodek,Female,Poland
Elles,2011,Juliette Binoche,Female,Poland
The Woman Who Dreamed of a Man,2010,Sonja Richter,Female,Poland
To Kill a Beaver,2012,Eryk Lubos,Male,Poland
Zaklina,2012,Monika Fronczek,Female,Poland
Aftermath,2012,Ireneusz Czop,Male,Poland
Battle of Warsaw 1920,2011,Daniel Olbrychski,Male,Poland
Venice,2010,Magdalena Cielecka,Female,Poland
Tomorrow Will Be Better,2010,Oleg Ryba,Male,Poland
My Australia,2011,Aleksandra Poplawska,Female,Poland
You Are God,2012,Marcin Kowalczyk,Male,Poland
The Christening,2010,Wojciech Zielinski,Male,Poland
Out of Love,2011,Anna Ilczuk,Female,Poland
Hustawka,2010,Wojciech Zielinski,Male,Poland
Letters to Santa,2011,Maciej Stuhr,Male,Poland
How to Get Rid of Cellulite,2011,Magdalena Boczarska,Female,Poland
Baby Blues,2012,Magdalena Berus,Female,Poland
Women's Day,2012,Katarzyna Kwiatkowska,Female,Poland
Sniadanie do lózka,2010,Tomasz Karolak,Male,Poland
Ixjana,2012,Sambor Czarnota,Male,Poland
Sanctuary,2012,Jan Frycz,Male,Poland
In a Bedroom,2012,Katarzyna Herman,Female,Poland
"Man, Chicks Are Just Different",2011,Adam Woronowicz,Male,Poland
The Girl from the Wardrobe,2012,Wojciech Mecwaldowski,Male,Poland
"Father, Son & Holy Cow",2011,Patrycja Topajew,Male,Poland
Lincz,2010,Leszek Lichota,Male,Poland
The Whisper,2010,Agnieszka Warchulska,Female,Poland
Joanna,2010,Urszula Grabowska,Female,Poland
Wojna zensko-meska,2011,Sonia Bohosiewicz,Female,Poland
Trick,2010,Piotr Adamczyk,Male,Poland
Black Thursday,2011,Piotr Andruszkiewicz,Male,Poland
The Mole,2011,Borys Szyc,Male,Poland
Superheroes,2010,Marcin Bosak,Male,Poland
Kac Wawa,2012,Borys Szyc,Male,Poland
Milion dolarów,2011,Kinga Preis,Female,Poland
80 Millions,2011,Filip Bobek,Male,Poland
The Dead and the Living,2012,Anna Fischer,Female,Poland
Jez Jerzy,2011,Borys Szyc,Male,Poland
Weekend,2011,Andrzej Andrzejewski,Male,Poland
W imieniu diabla,2011,Katarzyna Zawadzka,Female,Poland
Maska,2010,Magdalena Cielecka,Female,Poland
Secret,2012,Tomasz Tyndyk,Male,Poland
Zgorszenie publiczne,2010,Krzysztof Czeczot,Male,Poland
Swiety interes,2010,Piotr Adamczyk,Male,Poland
"Och, Karol 2",2011,Piotr Adamczyk,Male,Poland
Idziemy na wojne!,2011,Tomasz Schuchardt,Male,Poland
Wintertochter,2011,Nina Monka,Female,Poland
Erratum,2010,Tomasz Kot,Male,Poland
Bokser,2011,Szymon Bobrowski,Male,Poland
Nie opuszczaj mnie,2010,Agnieszka Grochowska,Female,Poland
Entanglement,2011,Maja Ostaszewska,Female,Poland
Z daleka widok jest piekny,2011,Marcin Czarnik,Male,Poland
Wyjazd integracyjny,2011,Jan Frycz,Male,Poland
Byc jak Kazimierz Deyna,2012,Przemyslaw Bluszcz,Male,Poland
Endless Beginners,2011,Maria Semotiuk,Female,Poland
Laura,2010,Krzysztof Respondek,Male,Poland
Declaration of Immortality,2010,Piotr Korczak,Male,Poland
Dance Marathon,2011,Krzysztof Skonieczny,Male,Poland
Non sono pronto,2010,Zbigniew Antoniewicz,Male,Poland
Belcanto,2010,Cezary Pazura,Male,Poland
Cisza,2010,Edyta Olszówka,Female,Poland
Mystification,2010,Jerzy Stuhr,Male,Poland
Komisarz Blond i Oko Sprawiedliwosci,2012,Mariusz Pujszo,Male,Poland
The Informer,2011,Kazimierz Mazur,Male,Poland
Polish Roulette,2012,Cezary Pazura,Male,Poland
Fenomen,2010,Ewa Hornich,Female,Poland
Made in Poland,2010,Piotr Wawer Jr.,Male,Poland
Prosto z nieba,2011,Renata Dancewicz,Female,Poland
Randka w ciemno,2010,Andrzej Andrzejewski,Male,Poland
Prawdziwy miód,2012,Maria Maj,Female,Poland
The Professional,2011,Marcin Bosak,Male,Poland
Piotrek Trzynastego 2: Skórza Twarz,2012,Dawid Antkowiak,Male,Poland
Searching for Stars,2012,Jakub Jankiewicz,Male,Poland
Byl sobie dzieciak,2012,Magdalena Cielecka,Female,Poland
Zasady gry,2012,Tomasz Schuchardt,Male,Poland
Piotrek Trzynastego,2010,Dawid Antkowiak,Male,Poland
Requiem zagubionych dusz,2010,Maciej Tomaszewski,Male,Poland
The Mystery of the Malakka Mountain,2012,Wojciech Kalarus,Male,Poland
Przebudzenie,2010,Maciej Stuhr,Male,Poland
Leon & Barbara,2012,Wojciech Deneka,Male,Poland
The Stain,2010,Monika Bolly,Female,Poland
All Soul's Day,2012,Mariusz Bonaszewski,Male,Poland
Iluminacje milosci,2012,Tomasz Mandes,Male,Poland
4:13 do Katowic,2011,Weronika Borek,Male,Poland
The Tales from Kibera Radio,2012,Hassan Ahmed,Male,Poland
"Painting, Painting",2012,Dorota Chotecka,Female,Poland
Swiatlo,2011,Jerzy Trela,Male,Poland
Jezioro,2011,Witold Debicki,Male,Poland
Tancz albo zdychaj,2010,Piotr Borowski,Male,Poland
Song of Songs,2010,Maria Semotiuk,Female,Poland
Klajmax,2011,Kalina Hlimi-Pawlukiewicz,Female,Poland
Popatrz na mnie,2011,Maciej Stuhr,Male,Poland
Ostatni dzien lata,2010,Monika Buchowiec,Female,Poland
Luiza Hert,2011,Luiza Hert,Male,Poland
Zlodzieje serc,2011,Kamila Wojciechowicz,Female,Poland
Tylko dla oblakanych,2010,Dorota Segda,Female,Poland
Okupacja,2011,Stanislaw Brudny,Male,Poland
Wataha,2011,Jacek Dewodzki,Male,Poland
4,2010,Jan Frycz,Male,Poland
Jeremi,2011,Anna Kerth,Female,Poland
Pod swiatlo,2010,Andrzej Hudziak,Male,Poland
Nowhere,2010,Maria Kania,Female,Poland
Errata,2012,Lech Dyblik,Male,Poland
My Little Bess,2011,Magdalena Cielecka,Female,Poland
The Purple Story,2012,Laura Breszka,Female,Poland
Odwyk,2011,Wojciech Solarz,Male,Poland
Cracow by Polanski,2010,Adam Fiut,Male,Poland
Smierc w teatrze,2012,Zbigniew Antoniewicz,Male,Poland
Sól i pieprz,2012,Alicja Juszkiewicz,Female,Poland
Zmartwychwstanie,2011,Antoni Pawlicki,Male,Poland
Darkroom,2011,Radoslaw Filip Muniak,Male,Poland
Eclipse,2010,Arkadiusz Detmer,Male,Poland
Byzuch 2,2010,Jerzy Cnota,Male,Poland
Wielkanoc,2011,Agnieszka Podsiadlik,Female,Poland
Millhaven,2010,Katarzyna Groniec,Female,Poland
I Won't Be Here Tomorrow,2010,Julia Kijowska,Female,Poland
Pauza,2011,Jan Peszek,Male,Poland
Samolot Na Autobus,2012,Olga Frycz,Female,Poland
O krok od pucharu - Górnik Zabrze 1969/1970,2012,Krystyna Loska,Female,Poland
Urodziny,2011,Maciej Marczewski,Male,Poland
15 fotografii,2010,Piotr Machalica,Male,Poland
Conversation,2012,Jerzy Matula,Male,Poland
The Lure,2015,Marta Mazurek,Female,Poland
Ida,2013,Agata Kulesza,Female,Poland
Floating Skyscrapers,2013,Mateusz Banasiuk,Male,Poland
Escape from Warsaw,2013,Andrzej Tkacz,Male,Poland
Bogowie,2014,Tomasz Kot,Male,Poland
Body,2015,Janusz Gajos,Male,Poland
The Word,2014,Eliza Rycembel,Female,Poland
Hardkor Disko,2014,Marcin Kowalczyk,Male,Poland
Doll,2013,Jowita Budnik,Female,Poland
Life Feels Good,2013,Dawid Ogrodnik,Male,Poland
Tiger,2014,Maksymilian Ceron,Male,Poland
In Hiding,2013,Magdalena Boczarska,Female,Poland
Agnieszka,2014,Karolina Gorczyca,Female,Poland
Foreign Body,2014,Riccardo Leonelli,Male,Poland
Raging Rose,2015,Liv Henneguier,Female,Poland
How to Disappear Completely,2014,Agnieszka Podsiadlik,Female,Poland
The Photographer,2014,Tomasz Kot,Male,Poland
Obce niebo,2015,Agnieszka Grochowska,Female,Poland
These Daughters of Mine,2015,Agata Kulesza,Female,Poland
Little Crushes,2014,Helena Sujecka,Female,Poland
Last Minute,2013,Wojciech Mecwaldowski,Male,Poland
The Closed Circuit,2013,Janusz Gajos,Male,Poland
Disco Polo,2015,Dawid Ogrodnik,Male,Poland
Wkreceni,2014,Piotr Adamczyk,Male,Poland
Life Must Go On,2015,Tomasz Kot,Male,Poland
Our Lady of Lourdes,2013,Naomi Scott,Female,Poland
Huba,2014,Joanna Drozda,Female,Poland
Last Floor,2013,Janusz Chabior,Male,Poland
Worst Case Scenario,2014,Eva Löbau,Female,Poland
Siberian Exile,2013,Adam Woronowicz,Male,Poland
"Dzien dobry, kocham cie!",2014,Aleksy Komorowski,Male,Poland
The Heat,2013,Sara Bartkowska,Male,Poland
Performer,2015,Oskar Dawicki,Male,Poland
The Food Chain Complexity in Afforested Grounds,2015,Jacek Beler,Male,Poland
Oszukane,2013,Katarzyna Herman,Female,Poland
Tenderness,2015,Sonia Mietielica,Female,Poland
Gorzko!,2014,Anna Gorajska,Female,Poland
Sprawiedliwy,2015,Jacek Braciak,Male,Poland
Letters to Santa 2,2015,Piotr Adamczyk,Male,Poland
Jeziorak,2014,Jowita Budnik,Female,Poland
Damaged,2015,Krystyna Janda,Female,Poland
Karolina,2014,Marlena Burian,Male,Poland
Bunny,2014,Tomasz Borkowski,Male,Poland
Neighborhooders,2014,Marek Dyjak,Male,Poland
Bobry,2014,Wojciech Solarz,Male,Poland
Luna,2015,Anna Próchniak,Female,Poland
Matka,2014,Magdalena Czerwinska,Female,Poland
Arena,2013,Marcin Kowalczyk,Male,Poland
Ojciec,2015,Zygmunt Malanowicz,Male,Poland
Obywatel,2014,Jerzy Stuhr,Male,Poland
Such a Landscape,2013,Kinga Preis,Female,Poland
Killing Love,2014,Zbigniew Zamachowski,Male,Poland
Ederly,2015,Mariusz Bonaszewski,Male,Poland
Mur,2015,Tomasz Schuchardt,Male,Poland
Adventurers' Club,2015,Kamila Bujalska,Female,Poland
Walpurgis Night,2015,Malgorzata Zajaczkowska,Female,Poland
The Captive,2014,Bartosz Gelner,Male,Poland
Arkansas,2015,Aleksandra Bednarz,Female,Poland
Wszystkie kobiety Mateusza,2013,Teresa Budzisz-Krzyzanowska,Female,Poland
Gabriel,2013,Jan Rotowski,Male,Poland
The Pool,2015,Adam Woronowicz,Male,Poland
Dzien babci,2015,Anna Dymna,Female,Poland
Headshot,2014,Arkadiusz Detmer,Male,Poland
The Mother,2013,Danuta Stenka,Female,Poland
"Excentrycy, czyli po slonecznej stronie ulicy",2015,Maciej Stuhr,Male,Poland
Kamchatka,2013,Tomasz Sobczak,Male,Poland
Aniol,2013,Anna Mucha,Female,Poland
"Karol, który zostal swietym",2014,Piotr Fronczewski,Male,Poland
Olena,2013,Oksana Terefenko,Male,Poland
They Chased Me Through Arizona,2014,Krzysztof Kiersznowski,Male,Poland
Teatroteka: Kobieta w lustrze,2015,Dorota Segda,Female,Poland
Thumbs Up,2014,Marta Mazurek,Female,Poland
Dupek,2015,Bartosz Gelner,Male,Poland
Stwór,2015,Anita Jancia,Female,Poland
Circus Maximus,2015,Marta Mazurek,Female,Poland
Ziegenort,2013,Piotr Loc Hoang Ngoc,Male,Poland
Powrót,2013,Marek Bukowski,Male,Poland
Jak gleboki jest ocean,2013,Tomasz Borkowy,Male,Poland
The Last Waltz,2014,Zbigniew Zamachowski,Male,Poland
America,2015,Aleksandra Adamska,Female,Poland
Magma,2013,Ewa Kaim,Female,Poland
Calling,2014,Sebastian Pawlak,Male,Poland
The Heart and the Sweetheart,2014,Marysia Blandzi,Male,Poland
Light in August,2014,Bartosz Bielenia,Male,Poland
The Boys,2013,Tomasz Adamski,Male,Poland
Lila,2015,Borys Moskalik-Pieper,Male,Poland
Easter Crumble,2013,Kinga Preis,Female,Poland
Madame Helena,2013,Andrzej Deskur,Male,Poland
Games,2013,Julia Kijowska,Female,Poland
The Residential Home,2014,Ewa Szykulska,Female,Poland
Hitler w operze,2014,Redbad Klynstra,Male,Poland
Travelling,2015,Nikola Raczko,Male,Poland
Dawno temu na Slasku,2015,Marcin Zacharzewski,Male,Poland
The Prince,2014,Klara Bielawka,Female,Poland
Afekt,2014,Marta Nieradkiewicz,Female,Poland
Larp,2014,Marcel Borowiec,Male,Poland
Dom na koncu drogi,2013,Maja Ostaszewska,Female,Poland
Kemping,2014,Krzysztof Globisz,Male,Poland
Children,2015,Marcin Kalisz,Male,Poland
Jutro cie uslysze,2013,Emilia Komarnicka,Female,Poland
Scanonization,2014,Ewelina Walendziak,Female,Poland
Mr. Badluck,2014,Maciej Brzoska,Male,Poland
Ojcze masz,2014,Arkadiusz Jakubik,Male,Poland
Teatroteka: Miss HIV,2015,Adam Woronowicz,Male,Poland
Autobus,2015,Wojciech Mecwaldowski,Male,Poland
Moje miejsce we snie,2013,Paulina Holtz,Female,Poland
Hangover,2015,Dariusz Siastacz,Male,Poland
The Scent of Her Flesh,2015,Piotr Bajor,Male,Poland
I'm Thirsty,2014,Tomasz Sobczak,Male,Poland
Poli,2014,Aleksy Komorowski,Male,Poland
Tenants,2015,Julia Kijowska,Female,Poland
Drygawica,2015,Ewa Audykowska,Female,Poland
A Blue Room,2014,Masza Bogucha,Male,Poland
Supernova,2015,Andrzej Wichrowski,Male,Poland
Vocuus,2013,Julia Wróblewska,Female,Poland
The Dogcatcher,2015,Janusz Chabior,Male,Poland
Teatroteka: Czlowiek bez twarzy,2015,Sambor Czarnota,Male,Poland
Pies,2014,Monika Buchowiec,Female,Poland
Smierc i dziewczyna,2014,Katarzyna Kwiatkowska,Female,Poland
First Time,2015,Sebastian Cybulski,Male,Poland
Kaska,2013,Lidia Sadowa,Female,Poland
Solidarity,2013,Justyna Bartoszewicz,Female,Poland
Teatroteka: Walentyna,2014,Julia Kijowska,Female,Poland
Wyspa Szczesliwa,2014,Anna Romantowska,Female,Poland
Berek,2014,Karolina Czarnecka,Female,Poland
Pandemic,2015,Mateusz Mosiewicz,Male,Poland
Teatroteka: Walizka,2015,Adam Ferency,Male,Poland
Uchylenie,2013,Anna Grycewicz,Female,Poland
Kiedy wrócicie?,2015,Odyseja Zaczek,Male,Poland
The Test,2015,Natalia Lesz,Female,Poland
2930 Inferno,2015,Jacek Beler,Male,Poland
Upside down,2015,Paulina Walendziak,Female,Poland
44,2014,Adam Biedrzycki,Male,Poland
Who Is Arvid Pekon?,2013,Andrzej Mastalerz,Male,Poland
Drzewo i ja,2015,Jacek Braciak,Male,Poland
Teatroteka: Nad,2015,Eryk Lubos,Male,Poland
Fugue D,2014,Marcin Kowalczyk,Male,Poland
Sweet Sixty,2014,Ewa Kolasinska,Female,Poland
Good Morning,2014,Mariusz Jakus,Male,Poland
Jak szalec to szalec!,2015,Tamara Arciuch,Female,Poland
Teatroteka: Zgaga,2015,Krzysztof Dracz,Male,Poland
Portret,2014,Klara Bielawka,Female,Poland
You Keep an Eye on Us,2014,Marcin Kowalczyk,Male,Poland
Welcome Homo,2015,Zofia Schwinke,Female,Poland
Leszczu,2013,Krzysztof Skonieczny,Male,Poland
The Innocents,2016,Lou de Laâge,Female,Poland
Cold War,2018,Joanna Kulig,Female,Poland
The Art of Loving: Story of Michalina Wislocka,2017,Piotr Adamczyk,Male,Poland
Spoor,2017,Agnieszka Mandat,Female,Poland
Werewolf,2018,Kamil Polnisiak,Male,Poland
Dywizjon 303,2018,Piotr Adamczyk,Male,Poland
Smolensk,2016,Beata Fido,Female,Poland
Marie Curie: The Courage of Knowledge,2016,Karolina Gruszka,Female,Poland
Nina,2018,Eliza Rycembel,Female,Poland
The Butler,2018,Janusz Gajos,Male,Poland
Knives Out,2016,Anastazja Borkoniuk,Female,Poland
Another Day of Life,2018,Artur Queiroz,Male,Poland
Clergy,2018,Arkadiusz Jakubik,Male,Poland
Catalina,2017,Andrea Otalvaro,Male,Poland
Milk,2017,Agnieszka Warchulska,Female,Poland
Wild Roses,2017,Marta Nieradkiewicz,Female,Poland
Playground,2016,Michalina Swistun,Male,Poland
Memories of Summer,2016,Max Jastrzebski,Male,Poland
A Coach's Daughter,2018,Jacek Braciak,Male,Poland
Silent Night,2017,Dawid Ogrodnik,Male,Poland
Planet Single,2016,Maciej Stuhr,Male,Poland
Consolation,2016,Pawel Podlejski,Male,Poland
I'm a Killer,2016,Miroslaw Haniszewski,Male,Poland
Pitbull: New Orders,2016,Andrzej Grabowski,Male,Poland
Blindness,2016,Maria Mamona,Female,Poland
Tips for Cheating,2017,Magdalena Lamparska,Female,Poland
Playing Hard,2018,Agata Kulesza,Female,Poland
Past Life,2016,Nelly Tagar,Male,Poland
United States of Love,2016,Julia Kijowska,Female,Poland
Lullaby Killer,2017,Tomasz Schuchardt,Male,Poland
Birds Are Singing in Kigali,2017,Jowita Budnik,Female,Poland
"Krepujace zdjecia z rodzinnego albumu, czyli zniszczona watroba i zlamane serce",2018,Lilla Gluchowska,Male,Poland
Tower. A Bright Day.,2017,Anna Krotoska,Male,Poland
Bodo,2017,Tomasz Schuchardt,Male,Poland
Two Crowns,2017,Adam Woronowicz,Male,Poland
Joy in the World,2016,Karolina Gruszka,Female,Poland
The Day of Chocolate,2018,Julia Odzimek,Male,Poland
Deer Boy,2017,Janusz Chabior,Male,Poland
A Heart of Love,2017,Justyna Wasilewska,Female,Poland
Titanium White,2016,Piotr Adamczyk,Male,Poland
The Invisibles,2017,Halina Rasiakówna,Female,Poland
Zahradnictví: Rodinný prítel,2017,Anna Geislerová,Female,Poland
Double Trouble,2017,Hanna Hryniewicka,Male,Poland
Plan B,2018,Kinga Preis,Female,Poland
Techno,2018,Leszek Abrahamowicz,Male,Poland
PolandJa,2017,Izabela Kuna,Female,Poland
Volta,2017,Andrzej Zielinski,Male,Poland
Love is Everything,2018,Olaf Lubaszenko,Male,Poland
Once Upon a Time in November,2017,Agata Kulesza,Female,Poland
Love in the City of Gardens,2017,Urszula Grabowska,Female,Poland
Constructor,2016,Marek Bukowski,Male,Poland
Bóg w Krakowie,2016,Kamilla Baar,Female,Poland
On the Run,2018,Ewa Kaim,Female,Poland
Konwój,2017,Janusz Gajos,Male,Poland
Polish Legends: Jaga,2016,Katarzyna Pospiech,Male,Poland
Tremors,2018,Natan Berkowicz,Male,Poland
Via Carpatia,2018,Julia Kijowska,Female,Poland
Pardon,2018,Grazyna Blecka-Kolska,Female,Poland
Short Distance,2017,Wiktoria Filus,Female,Poland
Labirynt swiadomosci,2017,Oriana Soika,Male,Poland
Impossible Figures and Other Stories III,2018,Agnieszka Matysiak,Female,Poland
Juliusz,2018,Wojciech Mecwaldowski,Male,Poland
Teatroteka: Dziecko,2017,Magdalena Czerwinska,Female,Poland
Letter to Santa 3,2017,Agnieszka Dygant,Female,Poland
Wonder Girls,2018,Anna Karczmarczyk,Female,Poland
Koniec widzenia,2017,Zofia Domalik,Female,Poland
Fascinatrix,2018,Joanna Drozda,Female,Poland
Me and My Father,2017,Krzysztof Kowalewski,Male,Poland
Remembrance,2016,Katarzyna Skolimowska,Female,Poland
On the Road,2017,Przemyslaw Bluszcz,Male,Poland
Studniówk@,2018,Agnieszka Fórmanowska,Male,Poland
Spitsbergen,2017,Magdalena Czerwinska,Female,Poland
The Best Fireworks Ever,2017,Justyna Wasilewska,Female,Poland
Play,2018,Joanna Kulig,Female,Poland
Opera About Poland,2017,Wojciech Kalarus,Male,Poland
3xLOVE,2016,Barbara Kurzaj,Female,Poland
Casting,2017,Katarzyna Herman,Female,Poland
The Hunch,2017,Agnieszka Grochowska,Female,Poland
The Atlas,2017,Marian Opania,Male,Poland
Ksiadz,2017,Arkadiusz Jakubik,Male,Poland
Skwar,2017,Anna Milewska,Female,Poland
Jak uratowac mame,2016,Aleksandra Kowalicka,Male,Poland
Lustro,2017,Dawid Pokusa,Male,Poland
Monsters Are Such Interesting People,2018,Anna Czartoryska,Female,Poland
Papierowe gody,2017,Agata Bykowska,Female,Poland
Wasteland,2017,Pawel Tomaszewski,Male,Poland
Sophie's Ordinary Life,2018,Karolina Czarnecka,Female,Poland
Szczescie,2018,Jowita Budnik,Female,Poland
#WszystkoGra,2016,Kinga Preis,Female,Poland
Teatroteka: Odkrycie Europy,2016,Katarzyna Herman,Female,Poland
Teatroteka: Zaklad Doswiadczalny 'Solidarnosc',2017,Edyta Olszówka,Female,Poland
Daughter,2018,Adam Cywka,Male,Poland
Pars Pro Toto,2017,Jerzy Radziwilowicz,Male,Poland
Szamota's Mistress,2017,Marcin Sianko,Male,Poland
Wakacje,2018,Monika Kwiatkowska,Female,Poland
Users,2018,Maja Pankiewicz,Female,Poland
Carousel,2018,Joanna Drozda,Female,Poland
Teatroteka: Humani,2017,Anna Ilczuk,Female,Poland
Teatroteka: Dzielni chlopcy,2017,Dobromir Dymecki,Male,Poland
Hot and Cold,2016,Magdalena Berus,Female,Poland
Varia,2017,Ilona Bartosinska,Male,Poland
Total Harmony,2017,Wojciech Mecwaldowski,Male,Poland
Zacisze,2017,Piotr Cyrwus,Male,Poland
Colaholic,2018,Zdzislaw Król,Male,Poland
Reflection,2018,Agata Buzek,Female,Poland
Tato,2017,Sandra Drzymalska,Female,Poland
U mnie wszystko dobrze,2018,Alicja Juszkiewicz,Female,Poland
Waves,2016,Daniel Furmaniak,Male,Poland
Elizabeth,2018,Maria Mamona,Female,Poland
Loved Ones,2018,Ewa Kaim,Female,Poland
A Room for a Student,2018,Aleksandra Górska,Female,Poland
Room,2018,Artur Dziurman,Male,Poland
Dwoje biednych Rumunów mówiacych po polsku,2017,Magdalena Celmer,Female,Poland
Hello Earth,2017,Andrzej Blumenfeld,Male,Poland
The Advisors of King Hydrops,2016,Miriam Aleksandrowicz,Male,Poland
Teatroteka: Wasza Wysokosc,2016,Dorota Kolak,Female,Poland
War Game,2016,Sebastian A. Dusza,Male,Poland
Rezerwacja,2016,Jan Marczewski,Male,Poland
Zle uczynki,2016,Jan Peszek,Male,Poland
Teatroteka: Koronacja,2016,Piotr Ligienza,Male,Poland
Tak bardzo cie kocham,2016,Jacek Rozenek,Male,Poland
Dregs,2017,Janusz Chabior,Male,Poland
Snil mi sie juz slon i kino,2018,Arkadiusz Janiczek,Male,Poland
Teatroteka: Porwac sie na zycie,2017,Agata Kulesza,Female,Poland
Kobro/Strzeminski. A Fantastic Tale,2018,Agata Buzek,Female,Poland
You Are Overreacting,2018,Alex Gortat,Male,Poland
Endemit Albert,2017,Olaf Marchwicki,Male,Poland
Great news,2016,Tomasz Borkowski,Male,Poland
Pogubienie,2016,Zofia Domalik,Female,Poland
De Profundis,2016,Karolina Dryzner,Female,Poland
Space Oddity,2016,Eryk Lubos,Male,Poland
Hocus Mommy Pocus,2018,Jowita Budnik,Female,Poland
The Regretful Return of Pig Cassidy & The Astronaut,2017,Mariusz Jakus,Male,Poland
A Worried Man,2016,Zbigniew Konopka,Male,Poland
Cut - Out,2018,Anna Ilczuk,Female,Poland
Crucifixed,2016,Iwona Bielska,Female,Poland
Paralysis,2017,Dominika Dawidowicz,Female,Poland
Powrót,2017,Marta Honzatko,Female,Poland
Kosmos,2017,Marcin Kowalczyk,Male,Poland
Teatroteka: Trash Story. Twój dom twoim upiorem,2016,Aleksandra Justa,Female,Poland
Po apokalipsie,2016,Andrzej Hausner,Male,Poland
Zabi król,2017,Magdalena Czerwinska,Female,Poland
"So Far, So Good",2018,Franciszek Pieczka,Male,Poland
Knocknock,2018,Sebastian Cybulski,Male,Poland
The Beast,2018,Adam Misiak,Male,Poland
Perseids,2016,Bartosz Bielenia,Male,Poland
Bogdan i Róza,2017,Maria Ciunelis,Female,Poland
Kolory Listopada,2018,Zuzanna Korbal,Male,Poland
Aurelia Aurox,2016,Marcin Bytniewski,Male,Poland
Continue Straight Ahead,2018,Maria Pakulnis,Female,Poland
Jet Lag,2018,Mariusz Bonaszewski,Male,Poland
The End of Infinity,2016,Joanna Koroniewska,Female,Poland
For You,2018,Oliwia Nazimek,Male,Poland
To the Last Tree Standing,2017,Borys Szyc,Male,Poland
Adaptation,2016,Dariusz Siastacz,Male,Poland
Teatroteka: Zyd,2017,Andrzej Grabowski,Male,Poland
Don't Haunt My Dreams,2017,Maciej Adamczyk,Male,Poland
Restless Wanderers,2016,Katarzyna Kwiatkowska,Female,Poland
People Talk,2018,Sebastian Wesolowski,Male,Poland
The Return,2016,Magdalena Czerwinska,Female,Poland
Teatroteka: Dolce Vita,2016,Dawid Ogrodnik,Male,Poland
Sekrety sypialni,2017,Zofia Schwinke,Female,Poland
Dancing for You,2018,Kazimierz Ciesla,Male,Poland
Teatroteka: Sprawa Rity G.,2018,Monika Buchowiec,Female,Poland
Ginczanka: Fire Bird - Zar Ptak,2017,Kamilla Baar,Female,Poland
Hunting for Unicors,2018,Arkadiusz Detmer,Male,Poland
Klincz,2016,Zofia Domalik,Female,Poland
"33 minuty w Zielonej Górze, czyli w polowie drogi",2016,Roman Garbowski,Male,Poland
Teatroteka: Wizyta,2016,Dawid Ogrodnik,Male,Poland
Teatroteka: Tajny klient,2016,Tomasz Borkowski,Male,Poland
Historia Ireny Sendlerowej,2016,Sonia Bohosiewicz,Female,Poland
Niekoniecznie o Jedrzeju,2016,Aleksandra Konieczna,Female,Poland
Im Rücken der Geschichte - Die verlorenen Dörfer von Masuren,2018,Oliver El-Fayoumy,Male,Poland
The Filmmakers - a prequel,2017,Cezary Studniak,Male,Poland
"Teatroteka: Dzien dobry, wszyscy umrzemy",2016,Katarzyna Herman,Female,Poland
Glicynia,2016,Barbara Kurzaj,Female,Poland
Jest naprawde ekstra,2017,Sandra Drzymalska,Female,Poland
365 Days,2020,Anna-Maria Sieklucka,Female,Poland
365 Days: This Day,2022,Anna-Maria Sieklucka,Female,Poland
Furioza,2021,Mateusz Banasiuk,Male,Poland
The Getaway King,2021,Dawid Ogrodnik,Male,Poland
EO,2022,Sandra Drzymalska,Female,Poland
Nobody Sleeps in the Woods Tonight,2020,Julia Wieniawa-Narkiewicz,Female,Poland
The Taming of the Shrewd,2022,Magdalena Lamparska,Female,Poland
Corpus Christi,2019,Bartosz Bielenia,Male,Poland
Into the Wind,2022,Sonia Mietielica,Female,Poland
Squared Love,2021,Adrianna Chlebicka,Female,Poland
"Love, Sex & Pandemic",2022,Anna Mucha,Female,Poland
Heart Parade,2022,Anna Próchniak,Female,Poland
My Wonderful Life,2021,Agata Buzek,Female,Poland
Fucking Bornholm,2022,Agnieszka Grochowska,Female,Poland
All Our Fears,2021,Dawid Ogrodnik,Male,Poland
The End,2021,Aleksandra Poplawska,Female,Poland
The Dress,2020,Anna Dzieduszycka,Male,Poland
Small World,2021,Piotr Adamczyk,Male,Poland
Prime Time,2021,Bartosz Bielenia,Male,Poland
Marzec '68,2022,Vanessa Aleksander,Female,Poland
The Land,2021,Julia Adamczyk,Female,Poland
Milosc jest blisko,2022,Wojciech Solarz,Male,Poland
Powrót do tamtych dni,2021,Maciej Stuhr,Male,Poland
I Never Cry,2020,Zofia Stafiej,Male,Poland
Kill It and Leave This Town,2020,Krystyna Janda,Female,Poland
Silent Land,2021,Dobromir Dymecki,Male,Poland
Women of Mafia 2,2019,Angie Cepeda,Female,Poland
Petla,2020,Antoni Królikowski,Male,Poland
Erotica 2022,2020,Agata Buzek,Female,Poland
Other People,2021,Jacek Beler,Male,Poland
Bad Boy,2020,Antoni Królikowski,Male,Poland
Mój dlug,2022,Bartosz Sak,Male,Poland
Iluzja,2022,Agata Buzek,Female,Poland
Czarny mlyn,2020,Iwo Wicinski,Male,Poland
Taming of the Shrew,2022,Tomasz Kot,Male,Poland
